READER,ID,BOOK ID,token_id,text,POS_tags,NER_tags,source_file,emotion_text,overall_mood
19,198,121,10,Not merely to dolls but to the more heroic enjoyments of infancy nursing a dormouse feeding a canary bird or watering a rose bush,Not_ADV merely_ADV to_PRT dolls_NOUN but_CONJ to_PRT the_DET more_ADJ heroic_ADJ enjoyments_NOUN of_ADP infancy_NOUN nursing_VERB a_DET dormouse_NOUN feeding_VERB a_DET canary_ADJ bird_NOUN or_CONJ watering_VERB a_DET rose_VERB bush_NOUN,bush_PERSON,train-clean-100\LibriSpeech\train-clean-100\19\198\19-198trans.csv,heroic_joy canary_positive,cheerful
19,198,121,11,And if she gathered flowers at all it was chiefly for the pleasure of mischief,And_CONJ if_ADP she_PRON gathered_VERB flowers_NOUN at_ADP all_DET it_PRON was_VERB chiefly_NOUN for_ADP the_DET pleasure_NOUN of_ADP mischief_NOUN,,train-clean-100\LibriSpeech\train-clean-100\19\198\19-198trans.csv,mischief_negative,depressing
19,198,121,12,Her abilities were quite as extraordinary,Her_PRON abilities_NOUN were_VERB quite_ADV as_ADP extraordinary_ADJ,,train-clean-100\LibriSpeech\train-clean-100\19\198\19-198trans.csv,extraordinary_positive,harmonious
19,198,121,13,Her mother was three months in teaching her only to repeat the beggars petition,Her_PRON mother_NOUN was_VERB three_NUM months_NOUN in_ADP teaching_VERB her_PRON only_ADJ to_PRT repeat_VERB the_DET beggars_NOUN petition_NOUN,three months_DATE,train-clean-100\LibriSpeech\train-clean-100\19\198\19-198trans.csv,mother_anticipation,eager
19,198,121,14,She learnt the fable of the hare and many friends as quickly as any girl in England,She_PRON learnt_VERB the_DET fable_NOUN of_ADP the_DET hare_NOUN and_CONJ many_ADJ friends_NOUN as_ADV quickly_ADV as_ADP any_DET girl_NOUN in_ADP England_NOUN,England_GPE,train-clean-100\LibriSpeech\train-clean-100\19\198\19-198trans.csv,,neutral
19,198,121,15,So at eight years old she began she learnt a year and could not bear it,So_ADV at_ADP eight_NUM years_NOUN old_ADJ she_PRON began_VERB she_PRON learnt_VERB a_DET year_NOUN and_CONJ could_VERB not_ADV bear_VERB it_PRON,eight years old_DATE she learnt a year_DATE,train-clean-100\LibriSpeech\train-clean-100\19\198\19-198trans.csv,bear_anger,stormy
19,198,121,16,French by her mother her proficiency in either was not remarkable and she shirked her lessons in both whenever she could,French_ADJ by_ADP her_PRON mother_NOUN her_PRON proficiency_NOUN in_ADP either_DET was_VERB not_ADV remarkable_ADJ and_CONJ she_PRON shirked_VERB her_PRON lessons_NOUN in_ADP both_DET whenever_ADV she_PRON could_VERB,French_NORP,train-clean-100\LibriSpeech\train-clean-100\19\198\19-198trans.csv,mother_anticipation proficiency_anticipation remarkable_joy,watchful
19,198,121,17,Hated confinement and cleanliness and loved nothing so well in the world as rolling down the green slope at the back of the house,Hated_VERB confinement_NOUN and_CONJ cleanliness_NOUN and_CONJ loved_VERB nothing_NOUN so_ADV well_ADV in_ADP the_DET world_NOUN as_ADP rolling_VERB down_PRT the_DET green_ADJ slope_NOUN at_ADP the_DET back_NOUN of_ADP the_DET house_NOUN,,train-clean-100\LibriSpeech\train-clean-100\19\198\19-198trans.csv,confinement_anger cleanliness_positive green_joy,hostile
19,198,121,18,She began to curl her hair and long for balls,She_PRON began_VERB to_PRT curl_VERB her_PRON hair_NOUN and_CONJ long_ADV for_ADP balls_NOUN,,train-clean-100\LibriSpeech\train-clean-100\19\198\19-198trans.csv,curl_positive long_anticipation,harmonious
19,198,121,19,Her love of dirt gave way to an inclination for finery and she grew clean as she grew smart,Her_PRON love_NOUN of_ADP dirt_NOUN gave_VERB way_NOUN to_PRT an_DET inclination_NOUN for_ADP finery_NOUN and_CONJ she_PRON grew_VERB clean_ADJ as_ADP she_PRON grew_VERB smart_ADJ,,train-clean-100\LibriSpeech\train-clean-100\19\198\19-198trans.csv,love_joy dirt_disgust finery_positive clean_joy,delightful
19,198,121,20,Catherine grows quite a good looking girl,Catherine_NOUN grows_VERB quite_ADV a_DET good_ADJ looking_VERB girl_NOUN,Catherine_PERSON,train-clean-100\LibriSpeech\train-clean-100\19\198\19-198trans.csv,good_anticipation,hopeful
19,198,121,21,Than a beauty from her cradle can ever receive,Than_ADP a_DET beauty_NOUN from_ADP her_PRON cradle_NOUN can_VERB ever_ADV receive_VERB,,train-clean-100\LibriSpeech\train-clean-100\19\198\19-198trans.csv,beauty_joy cradle_anticipation,bright
19,198,121,22,That her elder daughters were inevitably left to shift for themselves,That_DET her_PRON elder_NOUN daughters_NOUN were_VERB inevitably_ADV left_VERB to_PRT shift_VERB for_ADP themselves_PRON,,train-clean-100\LibriSpeech\train-clean-100\19\198\19-198trans.csv,elder_positive,harmonious
19,198,121,23,And running about the country at the age of fourteen,And_CONJ running_VERB about_ADP the_DET country_NOUN at_ADP the_DET age_NOUN of_ADP fourteen_NOUN,fourteen_DATE,train-clean-100\LibriSpeech\train-clean-100\19\198\19-198trans.csv,,neutral
19,198,121,24,She had never any objection to books at all but from fifteen to seventeen she was in training for a heroine,She_PRON had_VERB never_ADV any_DET objection_NOUN to_PRT books_NOUN at_ADP all_DET but_CONJ from_ADP fifteen_ADJ to_PRT seventeen_VERB she_PRON was_VERB in_ADP training_NOUN for_ADP a_DET heroine_NOUN,fifteen to seventeen_DATE,train-clean-100\LibriSpeech\train-clean-100\19\198\19-198trans.csv,objection_anger heroine_positive,tense
19,198,121,25,Many a flower is born to blush unseen and waste its fragrance on the desert air,Many_ADJ a_DET flower_NOUN is_VERB born_VERB to_PRT blush_VERB unseen_ADJ and_CONJ waste_NOUN its_PRON fragrance_NOUN on_ADP the_DET desert_NOUN air_NOUN,,train-clean-100\LibriSpeech\train-clean-100\19\198\19-198trans.csv,blush_negative waste_disgust desert_anger,bleak
19,198,121,26,And from Shakespeare she gained a great store of information amongst the rest that trifles,And_CONJ from_ADP Shakespeare_NOUN she_PRON gained_VERB a_DET great_ADJ store_NOUN of_ADP information_NOUN amongst_ADP the_DET rest_NOUN that_ADP trifles_NOUN,Shakespeare_PERSON,train-clean-100\LibriSpeech\train-clean-100\19\198\19-198trans.csv,store_anticipation information_positive rest_positive,inspiring
19,198,121,27,That the poor beetle which we tread upon in corporal sufferance feels a pang as great as when a giant dies and that a young woman in love always looks,That_ADP the_DET poor_ADJ beetle_NOUN which_DET we_PRON tread_VERB upon_ADP in_ADP corporal_ADJ sufferance_NOUN feels_NOUN a_DET pang_NOUN as_ADV great_ADJ as_ADP when_ADV a_DET giant_ADJ dies_NOUN and_CONJ that_ADP a_DET young_ADJ woman_NOUN in_ADP love_NOUN always_ADV looks_VERB,,train-clean-100\LibriSpeech\train-clean-100\19\198\19-198trans.csv,corporal_negative pang_negative giant_fear love_joy,bleak
19,198,121,28,Like patience on a monument smiling at grief,Like_ADP patience_NOUN on_ADP a_DET monument_NOUN smiling_VERB at_ADP grief_NOUN,,train-clean-100\LibriSpeech\train-clean-100\19\198\19-198trans.csv,patience_anticipation monument_positive smiling_joy grief_negative,restless
19,198,121,29,She brought herself to read them and though there seemed no chance of her throwing a whole party into raptures,She_PRON brought_VERB herself_PRON to_PRT read_VERB them_PRON and_CONJ though_ADP there_ADV seemed_VERB no_DET chance_NOUN of_ADP her_PRON throwing_VERB a_DET whole_ADJ party_NOUN into_ADP raptures_NOUN,,train-clean-100\LibriSpeech\train-clean-100\19\198\19-198trans.csv,chance_surprise,dramatic
19,198,121,30,Her greatest deficiency was in the pencil she had no notion of drawing,Her_PRON greatest_ADJ deficiency_NOUN was_VERB in_ADP the_DET pencil_NOUN she_PRON had_VERB no_DET notion_NOUN of_ADP drawing_VERB,,train-clean-100\LibriSpeech\train-clean-100\19\198\19-198trans.csv,deficiency_negative notion_positive,depressing
19,198,121,31,There she fell miserably short of the true heroic height at present,There_DET she_PRON fell_VERB miserably_ADV short_ADV of_ADP the_DET true_ADJ heroic_NOUN height_NOUN at_ADP present_ADJ,,train-clean-100\LibriSpeech\train-clean-100\19\198\19-198trans.csv,fell_negative miserably_negative true_joy heroic_joy present_anticipation,harsh
19,198,121,32,Without having seen one amiable youth who could call forth her sensibility without having inspired one real passion and without having excited even any admiration,Without_ADP having_VERB seen_VERB one_NUM amiable_ADJ youth_NOUN who_PRON could_VERB call_VERB forth_ADV her_PRON sensibility_NOUN without_ADP having_VERB inspired_VERB one_NUM real_ADJ passion_NOUN and_CONJ without_ADP having_VERB excited_VERB even_ADV any_DET admiration_NOUN,one_CARDINAL one_CARDINAL,train-clean-100\LibriSpeech\train-clean-100\19\198\19-198trans.csv,amiable_positive youth_anger sensibility_positive inspired_joy real_positive passion_anticipation excited_anticipation admiration_joy,inspiring
19,198,121,33,This was strange indeed but strange things may be generally accounted for if their cause be fairly searched out,This_DET was_VERB strange_ADJ indeed_ADV but_CONJ strange_ADJ things_NOUN may_VERB be_VERB generally_ADV accounted_VERB for_ADP if_ADP their_PRON cause_NOUN be_VERB fairly_ADV searched_VERB out_PRT,,train-clean-100\LibriSpeech\train-clean-100\19\198\19-198trans.csv,fairly_positive,sunny
19,198,121,34,There was not one family among their acquaintance who had reared and supported a boy accidentally found at their door not one young man whose origin was unknown,There_DET was_VERB not_ADV one_NUM family_NOUN among_ADP their_PRON acquaintance_NOUN who_PRON had_VERB reared_VERB and_CONJ supported_VERB a_DET boy_NOUN accidentally_ADV found_VERB at_ADP their_PRON door_NOUN not_ADV one_NUM young_ADJ man_NOUN whose_PRON origin_NOUN was_VERB unknown_ADJ,one_CARDINAL,train-clean-100\LibriSpeech\train-clean-100\19\198\19-198trans.csv,supported_positive accidentally_surprise found_joy unknown_anticipation,sunny
19,198,121,35,But when a young lady is to be a heroine the perverseness of forty surrounding families cannot prevent her,But_CONJ when_ADV a_DET young_ADJ lady_NOUN is_VERB to_PRT be_VERB a_DET heroine_NOUN the_DET perverseness_NOUN of_ADP forty_NOUN surrounding_VERB families_NOUN can_VERB not_ADV prevent_VERB her_PRON,forty_CARDINAL,train-clean-100\LibriSpeech\train-clean-100\19\198\19-198trans.csv,heroine_positive prevent_fear,harmonious
19,198,121,36,Who owned the chief of the property,Who_PRON owned_VERB the_DET chief_NOUN of_ADP the_DET property_NOUN,,train-clean-100\LibriSpeech\train-clean-100\19\198\19-198trans.csv,,neutral
19,198,121,37,She must seek them abroad invited her to go with them,She_PRON must_VERB seek_VERB them_PRON abroad_ADV invited_VERB her_PRON to_PRT go_VERB with_ADP them_PRON,,train-clean-100\LibriSpeech\train-clean-100\19\198\19-198trans.csv,seek_anticipation,restless
198,209,121,0,Missus Allen said Catherine the next morning Will there be any harm in my calling on Miss Tilney,Missus_NOUN Allen_NOUN said_VERB Catherine_NOUN the_DET next_ADJ morning_NOUN Will_NOUN there_ADV be_VERB any_DET harm_NOUN in_ADP my_PRON calling_VERB on_ADP Miss_NOUN Tilney_NOUN,Missus Allen_PERSON Catherine_PERSON the next morning_TIME Tilney_PERSON,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,harm_fear,eerie
198,209,121,1,Catherine cheerfully complied and being properly equipped was more impatient than ever to be at the pump room,Catherine_NOUN cheerfully_ADV complied_VERB and_CONJ being_VERB properly_ADV equipped_VERB was_VERB more_ADV impatient_ADJ than_ADP ever_ADV to_PRT be_VERB at_ADP the_DET pump_NOUN room_NOUN,Catherine_PERSON,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,impatient_anticipation,eager
198,209,121,2,And Missus Allens wavering convictions only made it more doubtful to Milsom Street,And_CONJ Missus_NOUN Allens_NOUN wavering_VERB convictions_NOUN only_ADV made_VERB it_PRON more_ADV doubtful_ADJ to_PRT Milsom_NOUN Street_NOUN,Missus Allens_PERSON Milsom Street_FAC,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,doubtful_negative,cold
198,209,121,3,Tripping lightly through the church yard and resolutely turning away her eyes,Tripping_VERB lightly_ADV through_ADP the_DET church_NOUN yard_NOUN and_CONJ resolutely_ADV turning_VERB away_PRT her_PRON eyes_NOUN,,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,tripping_anger church_anticipation resolutely_positive,furious
198,209,121,4,And with a look which did not quite confirm his words said he had been mistaken for that,And_CONJ with_ADP a_DET look_NOUN which_DET did_VERB not_ADV quite_ADV confirm_VERB his_PRON words_NOUN said_VERB he_PRON had_VERB been_VERB mistaken_VERB for_ADP that_DET,,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,words_anger mistaken_fear,furious
198,209,121,5,And as she retired down the street could not withhold one glance at the drawing room windows in expectation of seeing her there,And_CONJ as_ADP she_PRON retired_VERB down_ADV the_DET street_NOUN could_VERB not_ADV withhold_VERB one_NUM glance_NOUN at_ADP the_DET drawing_VERB room_NOUN windows_NOUN in_ADP expectation_NOUN of_ADP seeing_VERB her_PRON there_DET,one_CARDINAL,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,expectation_anticipation,curious
198,209,121,6,At the bottom of the street however she looked back again and then not at a window but issuing from the door she saw Miss Tilney herself,At_ADP the_DET bottom_NOUN of_ADP the_DET street_NOUN however_ADV she_PRON looked_VERB back_ADV again_ADV and_CONJ then_ADV not_ADV at_ADP a_DET window_NOUN but_CONJ issuing_VERB from_ADP the_DET door_NOUN she_PRON saw_VERB Miss_NOUN Tilney_NOUN herself_PRON,Tilney_PERSON,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,bottom_negative,dark
198,209,121,7,Catherine in deep mortification proceeded on her way,Catherine_NOUN in_ADP deep_ADJ mortification_NOUN proceeded_VERB on_ADP her_PRON way_NOUN,,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,mortification_anticipation,eager
198,209,121,8,To what a degree of unforgivingness it might with propriety lead nor to what rigours of rudeness in return it might justly make her amenable,To_PRT what_PRON a_DET degree_NOUN of_ADP unforgivingness_NOUN it_PRON might_VERB with_ADP propriety_NOUN lead_NOUN nor_CONJ to_PRT what_PRON rigours_NOUN of_ADP rudeness_NOUN in_ADP return_NOUN it_PRON might_VERB justly_ADV make_VERB her_PRON amenable_ADJ,,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,degree_positive lead_positive amenable_positive,sunny
198,209,121,9,For she soon recollected in the first place that she was without any excuse for staying at home and in the second,For_ADP she_PRON soon_ADV recollected_VERB in_ADP the_DET first_ADJ place_NOUN that_ADP she_PRON was_VERB without_ADP any_DET excuse_NOUN for_ADP staying_VERB at_ADP home_NOUN and_CONJ in_ADP the_DET second_ADJ,first_ORDINAL second_ORDINAL,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,excuse_negative,harsh
198,209,121,10,To the theatre accordingly they all went,To_PRT the_DET theatre_NOUN accordingly_ADV they_PRON all_DET went_VERB,,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,,neutral
198,209,121,11,On the beginning of the fifth,On_ADP the_DET beginning_NOUN of_ADP the_DET fifth_NOUN,the beginning of the fifth_DATE,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,,neutral
198,209,121,12,Every other look upon an average was directed towards the opposite box,Every_DET other_ADJ look_NOUN upon_ADP an_DET average_NOUN was_VERB directed_VERB towards_ADP the_DET opposite_ADJ box_NOUN,,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,,neutral
198,209,121,13,His notice was never withdrawn from the stage during two whole scenes,His_PRON notice_NOUN was_VERB never_ADV withdrawn_VERB from_ADP the_DET stage_NOUN during_ADP two_NUM whole_ADJ scenes_NOUN,two_CARDINAL,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,,neutral
198,209,121,14,And forced him to hear her explanation,And_CONJ forced_VERB him_PRON to_PRT hear_VERB her_PRON explanation_NOUN,,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,forced_fear,terrifying
198,209,121,15,To show her resentment towards him who could harbour a doubt of it,To_PRT show_VERB her_PRON resentment_NOUN towards_ADP him_PRON who_PRON could_VERB harbour_VERB a_DET doubt_NOUN of_ADP it_PRON,,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,show_trust resentment_anger doubt_fear,reassuring
198,209,121,16,Or at least of its appearance and was only eager for an opportunity of explaining its cause,Or_CONJ at_ADP least_ADJ of_ADP its_PRON appearance_NOUN and_CONJ was_VERB only_ADV eager_ADJ for_ADP an_DET opportunity_NOUN of_ADP explaining_VERB its_PRON cause_NOUN,,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,eager_anticipation opportunity_anticipation,watchful
198,209,121,17,And perhaps he might be now coming round to their box,And_CONJ perhaps_ADV he_PRON might_VERB be_VERB now_ADV coming_VERB round_NOUN to_PRT their_PRON box_NOUN,,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,coming_anticipation,eager
198,209,121,18,You must have thought me so rude but indeed it was not my own fault,You_PRON must_VERB have_VERB thought_VERB me_PRON so_ADP rude_ADJ but_CONJ indeed_ADV it_PRON was_VERB not_ADV my_PRON own_ADJ fault_NOUN,,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,thought_anticipation fault_negative,curious
198,209,121,19,My dear you tumble my gown was Missus Allens reply,My_PRON dear_NOUN you_PRON tumble_ADJ my_PRON gown_NOUN was_VERB Missus_NOUN Allens_NOUN reply_NOUN,Missus Allens_PERSON,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,dear_positive tumble_negative,sunny
198,209,121,20,And he replied in a tone which retained only a little affected reserve,And_CONJ he_PRON replied_VERB in_ADP a_DET tone_NOUN which_DET retained_VERB only_ADV a_DET little_ADJ affected_ADJ reserve_NOUN,,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,reserve_positive,sunny
198,209,121,21,But indeed I did not wish you a pleasant walk,But_CONJ indeed_ADV I_PRON did_VERB not_ADV wish_VERB you_PRON a_DET pleasant_ADJ walk_NOUN,,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,pleasant_anticipation,restless
198,209,121,22,I would have jumped out and run after you,I_PRON would_VERB have_VERB jumped_VERB out_PRT and_CONJ run_VERB after_ADP you_PRON,,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,,neutral
198,209,121,23,And dependence on Catherines honour,And_CONJ dependence_NOUN on_ADP Catherines_NOUN honour_NOUN,Catherines_ORG,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,dependence_fear,ominous
198,209,121,24,Perhaps you did not know I had been there I was not within at the time but I heard of it from Eleanor,Perhaps_ADV you_PRON did_VERB not_ADV know_VERB I_PRON had_VERB been_VERB there_ADV I_PRON was_VERB not_ADV within_ADP at_ADP the_DET time_NOUN but_CONJ I_PRON heard_VERB of_ADP it_PRON from_ADP Eleanor_NOUN,Eleanor_ORG,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,time_anticipation,hopeful
198,209,121,25,And he being hurried for time and not caring to have it put off made a point of her being denied,And_CONJ he_PRON being_VERB hurried_VERB for_ADP time_NOUN and_CONJ not_ADV caring_VERB to_PRT have_VERB it_PRON put_VERB off_PRT made_VERB a_DET point_NOUN of_ADP her_PRON being_VERB denied_VERB,,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,hurried_anticipation time_anticipation denied_negative,restless
198,209,121,26,And meant to make her apology as soon as possible,And_CONJ meant_NOUN to_PRT make_VERB her_PRON apology_NOUN as_ADV soon_ADV as_ADP possible_ADJ,,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,apology_positive,inspiring
198,209,121,27,Why were you less generous than your sister,Why_ADV were_VERB you_PRON less_ADV generous_ADJ than_ADP your_PRON sister_NOUN,,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,generous_joy,cheerful
198,209,121,28,Nay I am sure by your look when you came into the box you were angry,Nay_NOUN I_PRON am_VERB sure_ADJ by_ADP your_PRON look_NOUN when_ADV you_PRON came_VERB into_ADP the_DET box_NOUN you_PRON were_VERB angry_ADJ,,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,nay_negative angry_anger,depressing
198,209,121,29,And was only too agreeable for Catherine to be contented when he went away before they parted,And_CONJ was_VERB only_ADV too_ADV agreeable_ADJ for_ADP Catherine_NOUN to_PRT be_VERB contented_VERB when_ADV he_PRON went_VERB away_ADV before_ADP they_PRON parted_VERB,Catherine_PERSON,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,agreeable_positive,peaceful
198,209,121,30,She was upon the whole left one of the happiest creatures in the world while talking to each other,She_PRON was_VERB upon_ADP the_DET whole_ADJ left_VERB one_NUM of_ADP the_DET happiest_ADJ creatures_NOUN in_ADP the_DET world_NOUN while_ADP talking_VERB to_PRT each_DET other_ADJ,one_CARDINAL,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,,neutral
198,209,121,31,Was engaged in conversation with General Tilney,Was_NOUN engaged_VERB in_ADP conversation_NOUN with_ADP General_NOUN Tilney_NOUN,Tilney_PERSON,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,engaged_anticipation general_positive,hopeful
198,209,121,32,What could they have to say of her,What_PRON could_VERB they_PRON have_VERB to_PRT say_VERB of_ADP her_PRON,,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,,neutral
198,209,121,33,As she pointed them out to her companion he knew nothing about it but his father like every military man,As_ADP she_PRON pointed_VERB them_PRON out_PRT to_PRT her_PRON companion_NOUN he_PRON knew_VERB nothing_NOUN about_ADP it_PRON but_CONJ his_PRON father_NOUN like_ADP every_DET military_ADJ man_NOUN,,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,companion_joy father_trust military_fear,cheerful
198,209,121,34,When the entertainment was over Thorpe came to assist them in getting out,When_ADV the_DET entertainment_NOUN was_VERB over_ADP Thorpe_NOUN came_VERB to_PRT assist_VERB them_PRON in_ADP getting_VERB out_PRT,Thorpe_GPE,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,entertainment_anticipation assist_positive,hopeful
198,209,121,35,In a consequential manner,In_ADP a_DET consequential_ADJ manner_NOUN,,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,,neutral
198,209,121,36,Know him,Know_NOUN him_PRON,,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,,neutral
198,209,121,37,The odds were five to four against me and if I had not made one of the cleanest strokes that perhaps ever was made in this world,The_DET odds_NOUN were_VERB five_NUM to_PRT four_NUM against_ADP me_PRON and_CONJ if_ADP I_PRON had_VERB not_ADV made_VERB one_NUM of_ADP the_DET cleanest_ADJ strokes_NOUN that_ADP perhaps_ADV ever_ADV was_VERB made_VERB in_ADP this_DET world_NOUN,five to four_CARDINAL one_CARDINAL,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,,neutral
198,209,121,38,Lowering his voice Well done General said I I am quite of your mind,Lowering_VERB his_PRON voice_NOUN Well_NOUN done_VERB General_NOUN said_VERB I_PRON I_PRON am_VERB quite_ADV of_ADP your_PRON mind_NOUN,,train-clean-100\LibriSpeech\train-clean-100\198\209\198-209trans.csv,lowering_negative general_positive,bleak
403,216,121,0,A few days passed away and Catherine though not allowing herself to suspect her friend could not help watching her closely,A_DET few_ADJ days_NOUN passed_VERB away_ADV and_CONJ Catherine_NOUN though_ADP not_ADV allowing_VERB herself_PRON to_PRT suspect_VERB her_PRON friend_NOUN could_VERB not_ADV help_VERB watching_VERB her_PRON closely_ADV,A few days_DATE Catherine_PERSON,train-clean-100\LibriSpeech\train-clean-100\403\216\403-216trans.csv,suspect_fear friend_joy,terrifying
403,216,121,1,It might have passed unnoticed a something of languid indifference or of that boasted absence of mind,It_PRON might_VERB have_VERB passed_VERB unnoticed_PRT a_DET something_NOUN of_ADP languid_ADJ indifference_NOUN or_CONJ of_ADP that_DET boasted_VERB absence_NOUN of_ADP mind_NOUN,,train-clean-100\LibriSpeech\train-clean-100\403\216\403-216trans.csv,languid_negative indifference_anger absence_fear,harsh
