text_id	utterance_id	audio_file	speaker	device	command	token_id	form	lemma	upos	xpos	feats	head	deprel	iob_tag	intent	slot_type	slot_value
txt_005	utt_005	audio/man/2/conditioner/осуши_воздух.ogg	man	conditioner	осуши_воздух	1	осуши	осуши	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	B-MODE	change_mode	MODE	_
txt_005	utt_005	audio/man/2/conditioner/осуши_воздух.ogg	man	conditioner	осуши_воздух	2	воздух	воздух	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	1	obj	O	change_mode	_	_
txt_006	utt_006	audio/man/2/conditioner/режим_сна.ogg	man	conditioner	режим_сна	1	режим	режим	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	0	root	B-MODE	change_mode	MODE	_
txt_006	utt_006	audio/man/2/conditioner/режим_сна.ogg	man	conditioner	режим_сна	2	сна	сна	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	1	obj	I-MODE	change_mode	MODE	_
txt_007	utt_007	audio/man/2/conditioner/сделай_прохладнее.ogg	man	conditioner	сделай_прохладнее	1	сделай	сделай	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	O	decrease_value	_	_
txt_007	utt_007	audio/man/2/conditioner/сделай_прохладнее.ogg	man	conditioner	сделай_прохладнее	2	прохладнее	прохладнее	ADJ	_	Degree=Cmp	1	advmod	B-VALUE	decrease_value	VALUE	_
txt_008	utt_008	audio/man/2/conditioner/сделай_теплее.ogg	man	conditioner	сделай_теплее	1	сделай	сделай	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	O	increase_value	_	_
txt_008	utt_008	audio/man/2/conditioner/сделай_теплее.ogg	man	conditioner	сделай_теплее	2	теплее	теплее	ADJ	_	Degree=Cmp	1	advmod	B-VALUE	increase_value	VALUE	_
txt_009	utt_009	audio/man/2/conditioner/установи_22_градуса.ogg	man	conditioner	установи_22_градуса	1	установи	установи	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	O	set_value	_	_
txt_009	utt_009	audio/man/2/conditioner/установи_22_градуса.ogg	man	conditioner	установи_22_градуса	2	двадцать	двадцать	NUM	_	Case=Nom	1	advmod	B-VALUE	set_value	VALUE	_
txt_009	utt_009	audio/man/2/conditioner/установи_22_градуса.ogg	man	conditioner	установи_22_градуса	3	два	два	NUM	_	Case=Nom	1	advmod	I-VALUE	set_value	VALUE	_
txt_009	utt_009	audio/man/2/conditioner/установи_22_градуса.ogg	man	conditioner	установи_22_градуса	4	градуса	градуса	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	1	obj	I-VALUE	set_value	VALUE	_
txt_010	utt_010	audio/man/2/curtains/вечерний_режим.ogg	man	curtains	вечерний_режим	1	вечерний	вечерний	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	0	root	B-MODE	change_mode	MODE	_
txt_010	utt_010	audio/man/2/curtains/вечерний_режим.ogg	man	curtains	вечерний_режим	2	режим	режим	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	1	obj	I-MODE	change_mode	MODE	_
txt_011	utt_011	audio/man/2/curtains/добавь_света.ogg	man	curtains	добавь_света	1	добавь	добавь	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	O	increase_value	_	_
txt_011	utt_011	audio/man/2/curtains/добавь_света.ogg	man	curtains	добавь_света	2	света	света	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	1	obj	O	increase_value	_	_
txt_012	utt_012	audio/man/2/curtains/закрой_шторы.ogg	man	curtains	закрой_шторы	1	закрой	закрой	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	O	turn_off	_	_
txt_012	utt_012	audio/man/2/curtains/закрой_шторы.ogg	man	curtains	закрой_шторы	2	шторы	шторы	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	1	obj	B-DEVICE	turn_off	DEVICE	_
txt_013	utt_013	audio/man/2/curtains/затемни_комнату.ogg	man	curtains	затемни_комнату	1	затемни	затемни	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	O	decrease_value	_	_
txt_013	utt_013	audio/man/2/curtains/затемни_комнату.ogg	man	curtains	затемни_комнату	2	комнату	комнату	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	1	obj	O	decrease_value	_	_
txt_014	utt_014	audio/man/2/curtains/открой_на_30_процентов.ogg	man	curtains	открой_на_30_процентов	1	открой	открой	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	O	set_value	_	_
txt_014	utt_014	audio/man/2/curtains/открой_на_30_процентов.ogg	man	curtains	открой_на_30_процентов	2	на	на	ADP	_	_	1	advmod	O	set_value	_	_
txt_014	utt_014	audio/man/2/curtains/открой_на_30_процентов.ogg	man	curtains	открой_на_30_процентов	3	тридцать	тридцать	NUM	_	Case=Acc	1	advmod	B-VALUE	set_value	VALUE	_
txt_014	utt_014	audio/man/2/curtains/открой_на_30_процентов.ogg	man	curtains	открой_на_30_процентов	4	процентов	процентов	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	1	obj	I-VALUE	set_value	VALUE	_
txt_015	utt_015	audio/man/2/curtains/открой_шторы.ogg	man	curtains	открой_шторы	1	открой	открой	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	O	turn_on	_	_
txt_015	utt_015	audio/man/2/curtains/открой_шторы.ogg	man	curtains	открой_шторы	2	шторы	шторы	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	1	obj	B-DEVICE	turn_on	DEVICE	_
txt_016	utt_016	audio/man/2/curtains/приоткрой_шторы.ogg	man	curtains	приоткрой_шторы	1	приоткрой	приоткрой	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	B-VALUE	set_value	VALUE	_
txt_016	utt_016	audio/man/2/curtains/приоткрой_шторы.ogg	man	curtains	приоткрой_шторы	2	шторы	шторы	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	1	obj	B-DEVICE	set_value	DEVICE	_
txt_017	utt_017	audio/man/2/curtains/стоп_шторы.ogg	man	curtains	стоп_шторы	1	стоп	стоп	X	_	_	0	root	O	stop	_	_
txt_017	utt_017	audio/man/2/curtains/стоп_шторы.ogg	man	curtains	стоп_шторы	2	шторы	шторы	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	1	obj	B-DEVICE	stop	DEVICE	_
txt_018	utt_018	audio/man/2/curtains/утренний_режим.ogg	man	curtains	утренний_режим	1	утренний	утренний	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	0	root	B-MODE	change_mode	MODE	_
txt_018	utt_018	audio/man/2/curtains/утренний_режим.ogg	man	curtains	утренний_режим	2	режим	режим	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	1	obj	I-MODE	change_mode	MODE	_
txt_019	utt_019	audio/man/2/curtains/шторы_наполовину.ogg	man	curtains	шторы_наполовину	1	шторы	шторы	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	0	root	B-DEVICE	set_value	DEVICE	_
txt_019	utt_019	audio/man/2/curtains/шторы_наполовину.ogg	man	curtains	шторы_наполовину	2	наполовину	наполовину	X	_	_	1	advmod	B-VALUE	set_value	VALUE	_
txt_020	utt_020	audio/man/2/lamp/включи_свет.ogg	man	lamp	включи_свет	1	включи	включи	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	O	turn_on	_	_
txt_020	utt_020	audio/man/2/lamp/включи_свет.ogg	man	lamp	включи_свет	2	свет	свет	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	1	obj	B-DEVICE	turn_on	DEVICE	_
txt_021	utt_021	audio/man/2/lamp/выключи_свет.ogg	man	lamp	выключи_свет	1	выключи	выключи	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	O	turn_off	_	_
txt_021	utt_021	audio/man/2/lamp/выключи_свет.ogg	man	lamp	выключи_свет	2	свет	свет	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	1	obj	B-DEVICE	turn_off	DEVICE	_
txt_022	utt_022	audio/man/2/lamp/максимальная_яркость.ogg	man	lamp	максимальная_яркость	1	максимальная	максимальная	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	0	root	B-VALUE	set_value	VALUE	_
txt_022	utt_022	audio/man/2/lamp/максимальная_яркость.ogg	man	lamp	максимальная_яркость	2	яркость	яркость	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	1	obj	I-VALUE	set_value	VALUE	_
txt_023	utt_023	audio/man/2/lamp/ночной_режим.ogg	man	lamp	ночной_режим	1	ночной	ночной	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	0	root	B-MODE	change_mode	MODE	_
txt_023	utt_023	audio/man/2/lamp/ночной_режим.ogg	man	lamp	ночной_режим	2	режим	режим	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	1	obj	I-MODE	change_mode	MODE	_
txt_024	utt_024	audio/man/2/lamp/повтори_последнее.ogg	man	lamp	повтори_последнее	1	повтори	повтори	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	O	repeat	_	_
txt_024	utt_024	audio/man/2/lamp/повтори_последнее.ogg	man	lamp	повтори_последнее	2	последнее	последнее	ADJ	_	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	1	advmod	O	repeat	_	_
txt_025	utt_025	audio/man/2/lamp/свет_выключится_через_5_минут.ogg	man	lamp	свет_выключится_через_5_минут	1	свет	свет	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	0	root	B-DEVICE	timer_off	DEVICE	_
txt_025	utt_025	audio/man/2/lamp/свет_выключится_через_5_минут.ogg	man	lamp	свет_выключится_через_5_минут	2	выключится	выключится	VERB	_	Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin	1	advmod	O	timer_off	_	_
txt_025	utt_025	audio/man/2/lamp/свет_выключится_через_5_минут.ogg	man	lamp	свет_выключится_через_5_минут	3	через	через	ADP	_	_	1	advmod	O	timer_off	_	_
txt_025	utt_025	audio/man/2/lamp/свет_выключится_через_5_минут.ogg	man	lamp	свет_выключится_через_5_минут	4	пять	пять	NUM	_	Case=Nom	1	advmod	B-TIME	timer_off	TIME	_
txt_025	utt_025	audio/man/2/lamp/свет_выключится_через_5_минут.ogg	man	lamp	свет_выключится_через_5_минут	5	минут	минут	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	1	obj	I-TIME	timer_off	TIME	_
txt_026	utt_026	audio/man/2/lamp/сделай_темнее.ogg	man	lamp	сделай_темнее	1	сделай	сделай	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	O	decrease_value	_	_
txt_026	utt_026	audio/man/2/lamp/сделай_темнее.ogg	man	lamp	сделай_темнее	2	темнее	темнее	ADJ	_	Degree=Cmp	1	advmod	B-VALUE	decrease_value	VALUE	_
txt_027	utt_027	audio/man/2/lamp/сделай_ярче.ogg	man	lamp	сделай_ярче	1	сделай	сделай	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	O	increase_value	_	_
txt_027	utt_027	audio/man/2/lamp/сделай_ярче.ogg	man	lamp	сделай_ярче	2	ярче	ярче	ADJ	_	Degree=Cmp	1	advmod	B-VALUE	increase_value	VALUE	_
txt_028	utt_028	audio/man/2/lamp/тёплый_свет.ogg	man	lamp	тёплый_свет	1	тёплый	тёплый	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	0	root	B-MODE	change_mode	MODE	_
txt_028	utt_028	audio/man/2/lamp/тёплый_свет.ogg	man	lamp	тёплый_свет	2	свет	свет	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	1	obj	I-MODE	change_mode	MODE	_
txt_029	utt_029	audio/man/2/lamp/холодный_свет.ogg	man	lamp	холодный_свет	1	холодный	холодный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	0	root	B-MODE	change_mode	MODE	_
txt_029	utt_029	audio/man/2/lamp/холодный_свет.ogg	man	lamp	холодный_свет	2	свет	свет	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	1	obj	I-MODE	change_mode	MODE	_
txt_030	utt_030	audio/man/2/lock/автозакрытие_включи.ogg	man	lock	автозакрытие_включи	1	автозакрытие	автозакрытие	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	0	root	B-MODE	change_mode	MODE	_
txt_030	utt_030	audio/man/2/lock/автозакрытие_включи.ogg	man	lock	автозакрытие_включи	2	включи	включи	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	1	advmod	O	change_mode	_	_
txt_031	utt_031	audio/man/2/lock/временный_доступ.ogg	man	lock	временный_доступ	1	временный	временный	ADJ	_	Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	0	root	B-MODE	change_mode	MODE	_
txt_031	utt_031	audio/man/2/lock/временный_доступ.ogg	man	lock	временный_доступ	2	доступ	доступ	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	1	obj	I-MODE	change_mode	MODE	_
txt_032	utt_032	audio/man/2/lock/заблокируй.ogg	man	lock	заблокируй	1	заблокируй	заблокируй	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	O	lock	_	_
txt_033	utt_033	audio/man/2/lock/закрой_дверь.ogg	man	lock	закрой_дверь	1	закрой	закрой	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	O	turn_off	_	_
txt_033	utt_033	audio/man/2/lock/закрой_дверь.ogg	man	lock	закрой_дверь	2	дверь	дверь	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	1	obj	B-DEVICE	turn_off	DEVICE	_
txt_034	utt_034	audio/man/2/lock/кто_там.ogg	man	lock	кто_там	1	кто	кто	PRON	_	Case=Nom	0	root	O	query_status	_	_
txt_034	utt_034	audio/man/2/lock/кто_там.ogg	man	lock	кто_там	2	там	там	ADV	_	Degree=Pos	1	advmod	O	query_status	_	_
txt_035	utt_035	audio/man/2/lock/открой_дверь.ogg	man	lock	открой_дверь	1	открой	открой	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	O	turn_on	_	_
txt_035	utt_035	audio/man/2/lock/открой_дверь.ogg	man	lock	открой_дверь	2	дверь	дверь	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	1	obj	B-DEVICE	turn_on	DEVICE	_
txt_036	utt_036	audio/man/2/lock/отмени_последнее.ogg	man	lock	отмени_последнее	1	отмени	отмени	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	O	cancel	_	_
txt_036	utt_036	audio/man/2/lock/отмени_последнее.ogg	man	lock	отмени_последнее	2	последнее	последнее	ADJ	_	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	1	advmod	O	cancel	_	_
txt_037	utt_037	audio/man/2/lock/покажи_историю.ogg	man	lock	покажи_историю	1	покажи	покажи	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	O	query_status	_	_
txt_037	utt_037	audio/man/2/lock/покажи_историю.ogg	man	lock	покажи_историю	2	историю	историю	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	1	obj	O	query_status	_	_
txt_038	utt_038	audio/man/2/lock/разблокируй.ogg	man	lock	разблокируй	1	разблокируй	разблокируй	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	O	unlock	_	_
txt_039	utt_039	audio/man/2/lock/режим_охраны.ogg	man	lock	режим_охраны	1	режим	режим	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	0	root	B-MODE	change_mode	MODE	_
txt_039	utt_039	audio/man/2/lock/режим_охраны.ogg	man	lock	режим_охраны	2	охраны	охраны	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	1	obj	I-MODE	change_mode	MODE	_
txt_040	utt_040	audio/man/2/tv/без_звука.ogg	man	tv	без_звука	1	без	без	ADP	_	_	0	root	O	mute	_	_
txt_040	utt_040	audio/man/2/tv/без_звука.ogg	man	tv	без_звука	2	звука	звука	X	_	_	1	advmod	O	mute	_	_
txt_041	utt_041	audio/man/2/tv/включи_телевизор.ogg	man	tv	включи_телевизор	1	включи	включи	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	O	turn_on	_	_
txt_041	utt_041	audio/man/2/tv/включи_телевизор.ogg	man	tv	включи_телевизор	2	телевизор	телевизор	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	1	obj	B-DEVICE	turn_on	DEVICE	_
txt_042	utt_042	audio/man/2/tv/выйди.ogg	man	tv	выйди	1	выйди	выйди	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	B-ACTION	navigate	ACTION	_
txt_043	utt_043	audio/man/2/tv/выключи_телевизор.ogg	man	tv	выключи_телевизор	1	выключи	выключи	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	O	turn_off	_	_
txt_043	utt_043	audio/man/2/tv/выключи_телевизор.ogg	man	tv	выключи_телевизор	2	телевизор	телевизор	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	1	obj	B-DEVICE	turn_off	DEVICE	_
txt_044	utt_044	audio/man/2/tv/громкость_вверх.ogg	man	tv	громкость_вверх	1	громкость	громкость	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	0	root	O	increase_value	_	_
txt_044	utt_044	audio/man/2/tv/громкость_вверх.ogg	man	tv	громкость_вверх	2	вверх	вверх	X	_	_	1	advmod	B-VALUE	increase_value	VALUE	_
txt_045	utt_045	audio/man/2/tv/громкость_вниз.ogg	man	tv	громкость_вниз	1	громкость	громкость	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	0	root	O	decrease_value	_	_
txt_045	utt_045	audio/man/2/tv/громкость_вниз.ogg	man	tv	громкость_вниз	2	вниз	вниз	X	_	_	1	advmod	B-VALUE	decrease_value	VALUE	_
txt_046	utt_046	audio/man/2/tv/открой_меню.ogg	man	tv	открой_меню	1	открой	открой	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	O	navigate	_	_
txt_046	utt_046	audio/man/2/tv/открой_меню.ogg	man	tv	открой_меню	2	меню	меню	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	1	obj	B-ACTION	navigate	ACTION	_
txt_047	utt_047	audio/man/2/tv/переключи_на_hdmi.ogg	man	tv	переключи_на_hdmi	1	переключи	переключи	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	O	change_mode	_	_
txt_047	utt_047	audio/man/2/tv/переключи_на_hdmi.ogg	man	tv	переключи_на_hdmi	2	на	на	ADP	_	_	1	advmod	O	change_mode	_	_
txt_047	utt_047	audio/man/2/tv/переключи_на_hdmi.ogg	man	tv	переключи_на_hdmi	3	HDMI	hdmi	X	_	_	1	advmod	B-MODE	change_mode	MODE	_
txt_048	utt_048	audio/man/2/tv/предыдущий_канал.ogg	man	tv	предыдущий_канал	1	предыдущий	предыдущий	X	_	_	0	root	O	decrease_value	_	_
txt_048	utt_048	audio/man/2/tv/предыдущий_канал.ogg	man	tv	предыдущий_канал	2	канал	канал	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	1	obj	O	decrease_value	_	_
txt_049	utt_049	audio/man/2/tv/следующий_канал.ogg	man	tv	следующий_канал	1	следующий	следующий	X	_	_	0	root	O	increase_value	_	_
txt_049	utt_049	audio/man/2/tv/следующий_канал.ogg	man	tv	следующий_канал	2	канал	канал	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	1	obj	O	increase_value	_	_
txt_050	utt_050	audio/woman/1/conditioner/автоматический_режим.ogg	woman	conditioner	автоматический_режим	1	автоматический	автоматический	ADJ	_	Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	0	root	B-MODE	change_mode	MODE	_
txt_050	utt_050	audio/woman/1/conditioner/автоматический_режим.ogg	woman	conditioner	автоматический_режим	2	режим	режим	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	1	obj	I-MODE	change_mode	MODE	_
txt_051	utt_051	audio/woman/1/conditioner/вентиляция.ogg	woman	conditioner	вентиляция	1	вентиляция	вентиляция	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	0	root	B-MODE	change_mode	MODE	_
txt_052	utt_052	audio/woman/1/conditioner/включи_кондиционер.ogg	woman	conditioner	включи_кондиционер	1	включи	включи	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	O	turn_on	_	_
txt_052	utt_052	audio/woman/1/conditioner/включи_кондиционер.ogg	woman	conditioner	включи_кондиционер	2	кондиционер	кондиционер	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	1	obj	B-DEVICE	turn_on	DEVICE	_
txt_053	utt_053	audio/woman/1/conditioner/включи_через_час.ogg	woman	conditioner	включи_через_час	1	включи	включи	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	O	timer_on	_	_
txt_053	utt_053	audio/woman/1/conditioner/включи_через_час.ogg	woman	conditioner	включи_через_час	2	через	через	ADP	_	_	1	advmod	O	timer_on	_	_
txt_053	utt_053	audio/woman/1/conditioner/включи_через_час.ogg	woman	conditioner	включи_через_час	3	час	час	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	1	obj	B-TIME	timer_on	TIME	_
txt_054	utt_054	audio/woman/1/conditioner/выключи_кондиционер.ogg	woman	conditioner	выключи_кондиционер	1	выключи	выключи	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	O	turn_off	_	_
txt_054	utt_054	audio/woman/1/conditioner/выключи_кондиционер.ogg	woman	conditioner	выключи_кондиционер	2	кондиционер	кондиционер	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	1	obj	B-DEVICE	turn_off	DEVICE	_
txt_055	utt_055	audio/woman/1/conditioner/осуши_воздух.ogg	woman	conditioner	осуши_воздух	1	осуши	осуши	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	B-MODE	change_mode	MODE	_
txt_055	utt_055	audio/woman/1/conditioner/осуши_воздух.ogg	woman	conditioner	осуши_воздух	2	воздух	воздух	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	1	obj	O	change_mode	_	_
txt_056	utt_056	audio/woman/1/conditioner/режим_сна.ogg	woman	conditioner	режим_сна	1	режим	режим	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	0	root	B-MODE	change_mode	MODE	_
txt_056	utt_056	audio/woman/1/conditioner/режим_сна.ogg	woman	conditioner	режим_сна	2	сна	сна	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	1	obj	I-MODE	change_mode	MODE	_
txt_057	utt_057	audio/woman/1/conditioner/сделай_прохладнее.ogg	woman	conditioner	сделай_прохладнее	1	сделай	сделай	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	O	decrease_value	_	_
txt_057	utt_057	audio/woman/1/conditioner/сделай_прохладнее.ogg	woman	conditioner	сделай_прохладнее	2	прохладнее	прохладнее	ADJ	_	Degree=Cmp	1	advmod	B-VALUE	decrease_value	VALUE	_
txt_058	utt_058	audio/woman/1/conditioner/сделай_теплее.ogg	woman	conditioner	сделай_теплее	1	сделай	сделай	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	O	increase_value	_	_
txt_058	utt_058	audio/woman/1/conditioner/сделай_теплее.ogg	woman	conditioner	сделай_теплее	2	теплее	теплее	ADJ	_	Degree=Cmp	1	advmod	B-VALUE	increase_value	VALUE	_
txt_059	utt_059	audio/woman/1/conditioner/установи_22_градуса.ogg	woman	conditioner	установи_22_градуса	1	установи	установи	VERB	_	Mood=Imp|Number=Sing|Person=2|VerbForm=Fin	0	root	O	set_value	_	_
txt_059	utt_059	audio/woman/1/conditioner/установи_22_градуса.ogg	woman	conditioner	установи_22_градуса	2	двадцать	двадцать	NUM	_	Case=Nom	1	advmod	B-VALUE	set_value	VALUE	_
txt_059	utt_059	audio/woman/1/conditioner/установи_22_градуса.ogg	woman	conditioner	установи_22_градуса	3	два	два	NUM	_	Case=Nom	1	advmod	I-VALUE	set_value	VALUE	_
txt_059	utt_059	audio/woman/1/conditioner/установи_22_градуса.ogg	woman	conditioner	установи_22_градуса	4	градуса	градуса	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	1	obj	I-VALUE	set_value	VALUE	_
